ulasan,label
kalau ada bintang 1 masih saya kasih jadi untuk sementara 1 dulu nanti kalau cashback 50 dari pembelian xxi ku masuk baru tambah 5 bintang,negatif
cepat dihubungi cepat datangnyah,positif
fiturnya sudah bagus mudah dipahami mungkin bisa ditambahkan fitur dark mode karena saya sangat menyukainya,positif
sangat membantu saya dalam hal transportasi terima kasih,positif
aplikasi sampah not_bisa sewa lonte aku kasih bintang 6 biar banyak polisi yang tangkap pembuat aplikasi ini,negatif
saya nyaman dengan apalikasi gojek mantap,positif
lebih gampang dan pas mencari titik tujuan,positif
lokasi nya selalu gabsa di temukan not_terdeteksi,netral
aplikasi yang skrg sangat not_membantu bagusan yang dulu2 order food super duper lama pool saya sebagai pengguna lama2 jadi ogah pesan lwt aplikasi ini tolong not_diperbaiki biar kalah sama grabfood shopeefood,negatif
sumpahh ini tuhh bagus banget aplikasi inii adalah ladanggnya makannann xixixi wuenak pulaa btw pak not_ada niatan nambahin layanan foto copy gitu pak,positif
aplikasi kotoran awalnya jak yang bagus makin hari semakin brenksek yang not_ad driver lh yang melewati batas jarak antar lh yang harga berubah semau mau nya lh dasar perampok anak bangsa,negatif
aplikasi yang sekarang not_enak di pakai masak tiba2 langsung di block gara2 di pakai 5 kali not_bisa transfer ke sesama gopay lama2 uninstall saja,negatif
selalu pertahanan pelayanan baik nya pak trmksh,positif
walaupun sudah punya gps di hanpone yang dikasih di motor tetapi terus menerus tanya tempat tujuan jadi gps seperti not_digunakan dengan baik dan terkadang bau keringat membuat not_nyaman trim,netral
sudah bagus lebih di tingkatkan lagi,positif
kasi3 dulu soalnya not_bisa2 kmrn,netral
driver makin lama makin not_sopan naikin harga lah minta offline lah marah marah sama customer bahkan mabuk sebelum narik sangat buruk,negatif
aplikasi sering mengalami eror karena jaringan dan secara otomatis mengcancel order ketika hujan aplikasi selalu mengambil driver yang sangat jauh yang membuat driver mengcancel order apabila order tercancel maka harga akan naik yang menurutku cukup meresahkan apabila itu not_sebagian besar kesalahan kostumer tolong diperbaiki dan kalau bisa tolong ditambah opsi lapor masalah,negatif
ahaa masih not_merata diseluruh pulau jawa,netral
kalau sudah hujan malam susah mendapat driver alasannya daerah sepi driver,netral
karya anak penjajah ini mah not_karya anak bangsa wkwk,negatif
pesan kendaraan gocar sekarang susah sekali dapat driver sampai menunggu setengah jam not_ada driver yang ambil padahal di tampilan banyak mobil gocar,negatif
bintang 3 dulu soalnya masih nyobak,netral
promo tarifnya not_ada skrg terus susah sekali dapat driver kalau lg hujan eh sxnya dapat posisinua jauh sekali,netral
penanganan kendala yang sangat buruk not_ada solusi untuk lupa gmail dan tetap harus verifikasi kode otp dengan gmail,negatif
aplikasinya sangat membantu terimakasih gojek,positif
sangat buruk sekali sekarang pesan gocar yang dateng bb,negatif
ada beberapa hal yang kayaknya perlu ditingkatkan seharusnya customer bisa chat langsung dengan resto jika ada masalah urgent mudah untuk cepat ditangani cth tanya alamat lengkap karena driver tiba2 kesulitan mencari jalan dan minta bantuan cust untuk melihat alamat no telp resto hal ini sering saya alami karena alamat resto di aplikasi tdk lengkap not_mencantumkan no hp jadi menyusahkan cust saja alhasil pesanan tak kunjung sampai selama ini hanya resto yang bisa chat customer,netral
sangat membantu dan banyak voucher nya,positif
update aplikasi terbaru lambat sekali,netral
pesan go food menunggu diambil ama driver mending beli sendiri lama sekali,negatif
not_bisa cancel pesanan resto masih tutup tapi di aplikasi sudah buka akhirnya driver minta cancel laporan untuk cancel malah di pindah drivernya 2 driver kena imbasnya,negatif
snang skli ad aplksi ini sgt mmbntu skli di saat tdk ad trnsportsi bs dengan mdh akses,positif
baru pertama kalau bagus saya tambah bintangnya,netral
sangat membantu untuk perjalanan,positif
hopay not_bisa aplikasi apa ini,negatif
lambat sekali padahal jaringan untuk aplikasi lain bagus bagus saja buat driver mencari mencari customer,negatif
memang gojek bermanfaat benar to keluarga,positif
not_jelas sekali wajar saja sepi masa saya awalnya bayar 16rb jadi 23rb aneeh langsung saya hapus,negatif
kurang memuaskan pesanan not_diantar tepat waktu dan sering di batalkan dengan alasan yang kurang jelas,netral
susah dapat kode otp nya,negatif
ini kenapa pas mau pakai fitur go food di lokasi mana saja bermasalah sedangkan fitur lain bisa dan jaringan aman aman saja,netral
tarik saldo gopay ke rekening bank harus menunggu lama poor,negatif
terimakasih sangat membantu menggantikan peran saat not_bisa jemput orang terdekat,positif
makasih gojek sangat membantu aplikasi yang bagus,positif
saat ini susah sekali dapat driver,netral
aplikasi ini sngat berguna dan bermanfaat sekali,positif
asik kalau mau pesan apa ajah tinggl klik jah,positif
terima kasih gojek smnjak ada gojek aku bisa kiri apa pun ke kakaku yang dipondok makasih banyak gojek,positif
customer yang terhormat tolong kasih biaya parkir kepada driver apa lagi kalau pesan makanan di mall tambahin tip untuk parkir walaupun driver diem seharusnya peka terhadap driver motor taro diluar resiko sangat besar apa lagi kalau hilang motor gojek not_ada kompensasi kerugian,positif
suka dong lebih suka lagi banyakin promo2nya,positif
mencari drivernya lama sekali sudah dapat malah jauh sekali buat telat dan lama untuk berpergian kalau buru buru aplikasi jelek map nya juga sering error,negatif
pengguna setia gojek apa lagi ada gopay later yang membantu di akhir bulan pembayaran saya lancar tetapi ini diblokir tanpa alasan yang jelas dahlah saya lunasin saja pay later dan goodbye gojek you lost an loyal customer,negatif
terima kasih gojek apknya sangat bagus,positif
nyaman sangat mudah di akses,positif
drivernya langka dapat yang jauh jauh sangat buruk,negatif
setiap mau pesan gojek selalu mndapatkn driver yang dari jarak jauh padahal driver trdekat ad,negatif
sangat membantu untuk saya berpergian,positif
gojek memudahkan konsumen yang ingin bepergian mudah murah dan nyaman,positif
aplikasinya bagus dan cepat,positif
huhu server kami lagi sibuk gitu saja terus sampe sukses,netral
1 nomor hanya bisa pakai 1 id saya ada 2 nomor tapi not_bisa pakai id yang sama dan salah topup jumlah uang sekarang saya mau tarik transfer balik uang saya tapi not_bisa tanpa id saya merasa koq seolah olah di persulit dan uang saya di tahan di gopay padahal saya jarang pakai gopay hub costumer service jawaban muter not_bisa membantu sama sekali,negatif
over all sangat membantu rakyat indonesia,positif
api eror location not serviceable padahal lokasi dah idup,negatif
perlu untuk diperbaiki lagi,netral
pesanan saya selalu driver bilang kejauhan jaraknya jadi di batalkan kok akun saya yang bermasalah,negatif
keren n nyaman,positif
menolong saya saat tdk bawa dompet untung pakai gopay makasi gojek,positif
perasaan baru update kenapa suruh update lagi ya,netral
aplikasi sampah not_ada voucher diskon dan burik sekali rugi saya download asu,negatif
saya not_tau kenapa untuk cancel pesanan loading nya lama sekali padahal driver sudah mengejar dan jaringan saya not_ada masalah tetapi 20 menit lebih not_ada hasil,netral
not_dapat login link login verifikasi salah error,negatif
kalau pesan gofood itu seluruh restonya not_sesuai prosedur di aplikasinya kalau resto sudah terima pesanan langsung makanan dibuat dalam waktu 10 menit kemudian driver datang tinggal ambil dan not_menunggu lama lagi tapi kebanyakan resto drivernya datang dahulu baru dibuat makanannya sehingga driver menunggu lama dan alhasil customer menunggu lama dari waktu yang sudah ditentukan di aplikasi sungguh kerja sama yang not_baik,negatif
aplikasi paling gampang kemana saja sampai,netral
system nya kurang akurasi suka neblaz,netral
kenapa suka kluar muat ulang applikasi susah diganti akun,netral
kenapa jadi ribet dah untuk setelan lokasi,negatif
skrng gojek makin bagus makin komplit privasi nomer hp terjaga banyak promo dan voucher gratis apalagi pakai go pay makin puas sama pelayananya saya 3thun pakai gojek not_akan ganti2 pertahankan terus ya kerja bagusnya good job,positif
kaya ta not_sih saya sudah menunggu lama sampe magrib ujungnya ke cancel apa not_pengen bilang glbk kalau mau cancel dari awallah magrib magrib saya mau cari makanan apa anjay not_ada otak emang buat saya males pakai,negatif
untuk upgrade ke gopay plus sulit sekali,netral
history transaksinya not_ada jadi not_jelas berapa yang terpotong ditransaksinya diperbaiki dong,netral
limit pay laternya minim sekali sejak pertama pakai tetep saja 30 0 not_naik naik mau bayar keperluan mendesak juga nanggung,netral
setiap ingin verifikasi selalu muncul wah terlalu sering verifikasi padahal saya baru memencet verifikasi 2 mohon di perbaiki lagi gojek,netral
hari imi aplikais error not_bisa memiih destimasi maupun tujuan 3 nomer gojek saya semua error mau pesan go ride sama go food alamat not_muncul nyesel tadi isi saldo gopay ternyata not_bisa digunakan terpaksa ngisj saldo ovo untuk ojek sebelah,negatif
jelek kali bonus susah mencari driver,negatif
ramah dan baik para drivernya,positif
awalnya cuma pas pemakaian awal pay laternya gapake biaya ppn admin gitu 10rb padahal makenya gabegitu gede kirain cuma kena ppn 10 tapi pukul rata 10rb,netral
aplikasi nya mkin ngawur,negatif
terpaksa gue buang bintangnya naiknya not_kira2 masa ongkos goride dari 8k jadi 15k dari 6k jadi 14k yang benar saja,negatif
kenapa not_bisa daftar nih admin,netral
hallo gojek 4 hari lalu barang pesanan saya isi nya hp harga 3 5jt belum sampai ke saya atau lebih jelas nya barang nya di bawa kabur sama driver qm kemudian pihak qm melakukan investigasi selama 3 hati hasil investigasi nya konyol sekali cuma copy kalimat dari sistem pelacakan kemudian paste di ruang komplain waktunya 3 hari kemudian hari ini minta waktu investigasi lagi yang saya komplain di sini buruk nya sistem pelayanan gojek menunggu 1 komentar dari pihak gojek bisa berhari2,negatif
tolong di bagian sulawesi di perluas lagi ya karena banyak di daerah kota kecil belum ada,netral
bagi bagi voucer nya dong wkwk,positif
sangat membantu sekali dalam hal transportasi,positif
not_bisa pakai voucher cuk eror terus apknya,netral
aplikasi bobrok salah pencet saja langsung not_bs di cancel ud ky di jebak saja sial kapok mending pakai grab saja,negatif
kenapa setiap ambil promo pesan go food selalu not_terpotong diskon nya tolong di pertimbangkan lagi di perbaiki lg,positif
go jek the best sekali lah kemana dan mau mengapa saja jadi mudah,positif
kenapa ketika upgrade gopay ditolak dengan kata lain id telah digunakan akun lain padahal belum pernah pakai gopay sudah ngisi gopay tapi ngak bisa dipakai,negatif
sering antar jemput school banyakin voucher untuk yang langganan ya,positif
makasih go jek jadi sekarang makin mudah kemana mana,positif
mohon di perbaiki di bagian gofood karena banyak orang tua yang bekerja di gofood kena penipuan mulai dari 20 90 saran saya untuk pemesanan 150 ke atas di mintai data diri seperti data diri yang pasti dan alamat yang pasti sekian terimakasih,negatif
gofood nya bagaimana nih masa dari tadi pesan makanan dimanapun dibatalin melulu dari restonya,negatif
saya not_bisa masuk ke akun saya karena nomor sudah not_aktif saya coba untuk ubah nomor tapi not_bisa tolong dong bantu biar dapat masuk kembali,netral
not_pakai bahasa inggris dong not_ngerti yang di update nya apa biasakn pakai bahasa indonesia karena kita hidup di negeri indonesia,negatif
saya beberapa kali ini agak sedikit kecewa terhadap pihak gojek karena setiap baru pesan driver atau yang lain selalu lambat lokasi nya padahal jaringan internet stabil not_ada gangguan tolong diperbaiki,negatif
aplikasi bagus tapi setelah ganti co makin busuk alhamdulillah akhirnya saya bisa uninstal aplikasi gg ini ada masalah ke pembayaran gopay not_bisa nanggani tapi nagihnya kalah rentenir gila,negatif
sangat membantu pokoknya mantap dah,positif
tarif nya kemahalan dekat saja biaya ongkos kirim gofood mahal,netral
kenapa tarif gocar naik belum lama kmrn ke tmpt kerja selalu 15rb skrg 27 rbu padahal lumayan dekat,netral
memang sangat membantu trima kasih gojek,positif
aplikasi bodoh dapat driver jauh melulu dulu dapat nya yang dekat sampe kaya langganan sekarang dapat driver abal abal melulu posisi jauh jemput lama sering dapat driver yang not_niat narik,negatif
makanan lebih lama sampe harga makin tinggi kualitas makin jelek gini kayanya emang sudah saatnya berenti make ni aplikasi mending cari yang laen saja kayanya,negatif
ini download lama sekale ya,netral
aplikasi ini sangat baik banyak promonya,positif
gara2 aplikasi ini aku ketipu sialan ada orang telfon saya terus dia mengetahui indentitas saya dari pengguna gojek hingga aku ketipu 500rb aku menanyakan ada apa dengan aplikasi gojek sehingga indentitas saya bisa tauu celah keamanan gojek rentan sekali senhingga mudah untuk di bobol dan bisa mencuri data2 informasinya mending kalian hapus saja aplikasi ini not_guna sekali mending hijra ke aplikasi sebelah memalukan padahal ini sponsor terbesar,negatif
aplikasi sangat membantu terimakasih go jek sukses selalu untuk pt karya anak bangsa,positif
semoga pakai aplikasi ini transaksiku nntinya lancar terus,netral
sangat bagus naik gojek online nya enak nyaman,positif
sangat membantu thanks,positif
kenapa ktp rusak dikit ditolak sih padahal saya untuk upgrade dana sama ovo aman tapi coba upgrade gopay sudah 10 kali tetep ditolak sakit tau ditolak melulu,negatif
kasih 3 dulu nanti kalau memuaskan kinerjanya saya tambah lagi yah,netral
aman n mudah n cepat respon nya,positif
sando gopay saya not_muncul,netral
sangat dibutuhkan kan disaat kepepet,positif
kurang banyak vouchernyaa,netral
kelas kilat melamar kerja via pos atau langsung saat saya mengikuti pelatihan saya sangat dimengerti dalam mempelajari melamar kerja dari pos maupun langsung semoga bermanfaat bagi saya maupun orang lain terimakasih,positif
kalau ujan dikit saja susah sekali dapat gcar nya,negatif
agak kecewa sih jadi aku memberi komplain karena not_bisa ubah limit gopaylater eh laporannya malah ditutup,netral
susah sekali dapat driver,netral
kenapa ya akun saya kok di banned sementara emang saya mengapa padahal cuma untuk top up game doang permasalahan nya dimana kok aneh mau top up via m bca not_bisa lewat alfa not_bisa pakai m banking mandiri not_bisa terus saya top up nya bagaimana kok aneh sih,positif
tambahin fitur peringatan kalau sudah pesan not_sampai pesan lagi,positif
gojek mantap kali 5 bintang,positif
lebih bagus lagi kalao gojek minjemi dulu spt pay later,netral
diminta update terus,netral
drivernya pada songong kalau lagi pesanan rame pada ngga mau ambil orderan,negatif
tambahin sistem login via google sayang akun saya yang dulu sudah daftar gopay plus tapi nomer nya sudah not_aktif mau daftar gopay plus pakai ktp yang sama not_bisa jadi susah lagi masa harus buat ktp baru,netral
aku suka sama tranportasi ini tapi waktu kapan aku dapat driver nya terus dia lama aku batalin saja untuk cari lain terus pas aku dapat end sudah mau berangkat ketemu sama driver yang aku batalin ehh dia malah marah marah baru pertam kali aku dapat driver marah2,netral
sangat membantu sekali harga terjangkau,positif
kenapa untuk verifikasi untuk transfer gopay susah sekali lah kesal,netral
parah men sudah orderan seret ongkosnya recehan emang servis sama bahan bakar itu bisa pakai daun,negatif
menurut saya bagusan ovo dari pada gojek lama amat cair insentif prakerjaku kalau ovo mah lancar amat saya kecewa gunakan gojek ini,netral
thanks go jek sudah setia 24jam melayani dan membantu kami dalam beraktifitas semoga kedepan bisa jauh lebih baik lagi pelayanannya,positif
setelah update versi baru malah not_bisa dibuka aplikasinya,netral
lebih bagus versi lama not_bisa mengetahui real time posisi driver saat pengantaran gofood,netral
banyak kemudahan transportasi,positif
kok saya not_bisa instal aplikasinya ya,netral
saat ini saya not_bisa pakai gojek untuk bayar ini itu coba tolong bantu benerin akun saya ini,netral
duh males naek bb malah jatoh nya lebih mahal naek bb padahal pesan nya gocar,negatif
trmksh gojeg sangat membantu dalam transportasi,positif
untuk cust lain utamakan cash ya untuk belanja gofood karena driver lebih suka cash untuk pmblnjaan yerutama nominal banyak,positif
buruk sekali costumer service gojek masalah kode verifikasi saja dari kemarin saya sudah melapor lewat email masih belum selesai,negatif
sangat membantu sekali the best lah semoga tambah sukses ya kedepannya,positif
tambah mantap gojek di makassar,positif
tolong dong perbaiki map nya setiap kali order dapat driver nya jauh sekali dari toko atau restonya tolong dong diperhatikan,netral
gojek sangat membantu apalagi dalam keadaan covid begini smg gojek tetap ada dn jaya terus,positif
aplikasi not_bisa di top up jadi saya not_bisa bayar paylater,negatif
bintang 2 dulu ah pak bu upgrade ke gopay plus nya susah amat sudah saya ikutin foto ktp foto selfie dengan ktp tapi kok not_bisa bisa alasannya id saya not_diterima saya hidup di indonesia sebagai warna negara yang sah bro not_dpo kepolisian newyork,negatif
pleaselah untuk gojek tolong diperbaiki saya pesan makanan dikirimnya lama sekali mana ternyata ngebatalin lagi kalau ngebatalinya dari awal sudah memberi tau si gapapa lah ini sudah 40 mnit abri dikasih tau bodoh apa bagaimana kamu sudah not_bnr nih,negatif
sangatlag bagus dan membantu,positif
tolong dong ada fitur untuk ganti nomor kalau nomor kita hilang atau hangus karena kalau harus urus ke provider belum tentu smua orang punya waktu untuk ke gerainya,netral
aku kasih bintang 3 untuk smentara karena kalau misalkan abis ujan suka lama sekali nyaut ke gojeknya,netral
banyak kemudahan naik gojek membantu traspotasi saya,positif
sejak tanggal 25 des 20 s di sekarang pembayaran pakai scan qr susah diarahkan ke pemilihan metode pembayaran cuma pilahannya not_ada sia2 ini saldo gopay,negatif
cepat karena lokasi dekat terimaksih,positif
senang sekali jadi mudah dan enjoy mau pergi dan makan mantap,positif
gojek sip tapi not_ada promo nya tapi saya kasih 5bintang dulu,positif
go paylater sudah saya bayarkan tetapi kenapa msh banyak yang menagih ke saya dalam hari ini jum at 3 06 2022 ada 5 no telepon yang w a dan juga telepon saya saya sudah coba untuk laporan langsung lwt akun gojek saya tetapi ada gangguan sistem tolong diperbaiki supaya not_ganggu,negatif
orang itu manusiawi sedikit ke mitra nya not_di jadikan sapi perah seperti jaman penjajahan katanya aplikasi karya anak bangsa tapi kok mental rakus dan lintah darat,negatif
bagus layanan gojek nya juga cepat,positif
kenapa sekarang susah cari drivernyaa pingin gofood an tapi kalau mlm sudah not_ada driver padahal masih jam 7 dan itu cuaca terang benderang omg,netral
alhamdulillah saya mendapat driver yang sangat baik dan mobilnya bersih nyaman ramah,positif
pertama kali pakai aplikasi online ini mudah cepat semoga terus memperbaiki pelayanan,positif
kenapa saya belum pernah dapat voucher gratis tapi temen saya sering dapat,positif
driver dan pihak aplikasi gojek not_ada penyelesaian uang saya 50 hangus sia siaa untuk laporan tapi uang not_kembali juga,negatif
ini kenapa not_bisa tentukan lokasi tujuan tertulis lokasi not_ketemu cek ejaan mu padahal tulisan sudah benar saya orang perantauan jadi susah kayak gni sangat mengecewakan,negatif
kenapa gopay not_bisa sekarang,netral
pergi pergi jadi mudah terus kalau mager mau makan gampang tinggal buka aplikasi goffood deh terus bisa kirim kirim barang juga,positif
sangat berguna dan bermanfaat bagi saya,positif
aplikasi jelek cuma mentingin laba saja nyusahin customer tiap hujan sangat susah cari driver,negatif
makin update makin bobrok ngabisin memori not_bsa di bukak,netral
aplikasi odong odong sangat mengecewakan pada pengguna aplikasi ini tolong dibenahi lagi systemnya yang sangat buruk,negatif
gojek sangat membantu perjalanan saya terutama pas saya berada di jakarta karena,positif
aplikasi not_guna not_mau downloada aplikasi ini kaya asu,negatif
aplikasi bonto lebih bagus pakai grab dibanding gojek saya cuma kasian ama drivernya masa argo 7200 5km mau makan apa mereka kuarga goblog not_mikir apa ya,negatif
not_ada promo semenjak not_nadim yang pegang hancur sistem not_jelas bermunculan saya kasi bintang 1 karena kami punya hak,negatif
aplikasi ini sangat bagus untuk bertransaksi dan pembiayaan transportasi,positif
sangat membantu di saat lagi di butuhkan,positif
driver aering not_gerak not_jelas bisa atau not_chat not_dibales nolak order tapi not_mau dia yang cancel kacau gocar,negatif
aplikasi gojek kenapa nge lag ya ada yang sama,netral
terus tingkatkan pelayanan yang terbaik untuk drivers n customers,positif
bintang satu itu not_karena gojek jelek ya tapi karena akunku yang sudah lama terpakai tiba restart sendiri dan not_bisa di buka lgi padahal email password sudah benar semua kecewa karena itu adalah mainweb ku yang selalu ku pakai bintangnya akan dtambah kalau sudah di benerin sekarang hati lgi kecewa emosi tak bisa memaafkan duluu hufh,negatif
tolong dong disconnya not_cashback koin melulu kaya si ijo sebelah disconnya lumayan,netral
upgrade gopay kok lama ya,netral
kenapa not_ada fitur bengkel online kan bisa mempermudah ketika ada trabel di jalan yang mendadak,netral
skrg lama sekali dapat driver apa lagi gofood,negatif
saya sudah menunggu 1 jam tetep not_ada yang ngambil orderan saya maksudnya bagaimana not_niat kerja kah atau sudah banyak duit ni saya ketinggalan kereta karena cuma menunggu driver,negatif
gojek skrg ko rese2 kalau pakai gopay sk gmw saja banyak alasan main suruh kansel saja terus mobil sama supir selalu beda terus dengan di aplikasi tolong dong di pertegas lg,negatif
lagi order minta update not_bisa dibuka kalau belum update kasian bang gojek susah komunikasi sama saya,negatif
bagus sihh tapi tolong dong banyakin promo nya karnaa saya kan pelajar jadi kalau sklh susah kalau mahal trs,netral
kenapa transfer ke bni not_bisa lagi seminggu ini bilang masalah sistem bagaimana nih gojek,negatif
ketika sedang di butuh in selalu eror,negatif
bagus dan murah,positif
kenapa akhir2 ini aplikasi nya error aplikasi saya memesan beberapa makanan padahal saya not_memesan orderan fiktif tolong segera diperbaiki ini sangat meresahkan pengguna dan mitra gojek,negatif
not_bisa digunakan paylaternya,netral
setelah update terbaru not_bisa order gojek via google maps lagi mohon kembalikan fitur itu,netral
sangat membantu trimah kasih,positif
nyesel buat duit ke gopay mau di upgrade susah foto sudah jelas semua masih dibilang gagal kaya nya pemaksaan harus diemin saldo di gopay,negatif
tolong berabtas driver yang kurang sportif misal driver yang memakai aplikasi palsu,negatif
kenapa di install not_bisa,netral
kenapa not_ada voucher di akun ku sudah berlangganan mlh not_dikasih voucher kasih promo lah biar pelanggan lama puas,positif
saya kecewa baru pertama kali memakai gojek mendapat gocar not_sopan,negatif
dulu sering pakai hp saya hilang,positif
memuaskan pertahankan terus,positif
sudah not_banyak promo dibanding yang sebelah jadi males pesan gofood jatuhnya mahal,netral
pelayanan nya sangat bagus baik goride gocar gofood terimakasih gojek,positif
dengan gojeg lebih mudah untuk belanja bepergian,positif
susah mencari alamat tujuan,negatif
mohon maaf tryta td banner belum diproses admin dari percetakannya janjinya sudah selesai sekali mohon maaf mas saya sndri dikerjain sama percetakan nya ngpunten,positif
kenapa gopaylater sama gopinjam di tolak terus,netral
yang benar saja kamu gofood saya pesan makanan dari jam set 4 niatnya untuk sahur tapi disuruh menunggu sampe set 5 untuk dapetin drive dan selama itu not_bisa dibatalin sama sekali keburu imsak woy not_bakal saya pakai gofood lagi amit amit mending shopee cuma perlu menunggu 12 menit langsung bisa batalin sendiri not_ada drama kek disini,negatif
tolong diperbaiki dong saya not_bisa mendownloadnya,netral
tepat dan cepat,positif
ini akun saya not_bisa digunakan di instal ulang tetap ajj not_bisa jug pdahal tiap hari naik gojek skrg not_bisa,netral
tolong dong perbaiki aplikasi gojek layanan pelanggan nya not_persulit kami sebagai pengguna saya not_bisa masuk ke gojek dan begitu di klik langsung keluar keluar terua,negatif
dalam penjemputan gocar tepat waktu begitu juga dengan gofood,positif
aplikasi kenapa eror melulu dah server padat merayap sampai kapan inii,negatif
gopay nya not_bisa di pakai,netral
bagaimana caranya untuk masuk ke akun yang sudah terdaftar tetapi nomor handphone nya sudah not_aktif saya sudah mencari cara untuk masuk ke akun tersebut tapi not_bisa karena nomor handphonenya sudah not_aktif saat ingin membuat akun baru dengan email utama saya yang sudah terpakai di akun yang lama juga not_bisa jadi mohon bantuannya,negatif
sampai keadilan hadir untuk persib saya not_akan gunakan aplikasi ini maaf kami hanya butuh keadilan boikotsponsorliga1,negatif
kenapa not_bisa di update,netral
bagaimana alamat dimana titik dipeta dimana kasian ke drivernya ah sangat buruk,negatif
pernah dapat supir gocar di turunin di jalan sakit sekali rasanya hanya karena saya minta mampir ke atm,negatif
payah ningojek pesanan go food not_bisa dibatalin padahal not_sengaja mesan harus tetep dibayar sial,negatif
kenapa harus ada gopay plus buat ribet ajg,negatif
kebanyakan update melulu,netral
setiap upgrade ke gopay plus selalu gagal di verifikasi coba cek ke absahan e ktp kamu,negatif
update kok maksa,negatif
not_bisa menampilkan qrcode untuk bayar di minimarket,netral
ka ini system nya bagaimana sih saya verifikasi wajah not_ke ditek terus wajah saya tolong di perbaiki ya,netral
ini ko akun gopay saya belum diverifikasi juga si padahal data sudah saya kirim dari 3 minggu yang lalu ini gopay pencuri data ya,negatif
pelayanan jelek pesan go jek lebih 1jam not_ada yang jemput aplikasi apa ini payah,negatif
gojek emang dimana saat kita butuh gampang mau pergi kemana kapan pun tinggal klik aplikasi gojeg beres deh,netral
sangat membantu saya untuk tup op makasih,positif
semoga menjadi yang terbaik di negri ini dan luar negri aamiin,positif
membantu saya dalam berbagai hal seperti kalau pergi dan kalau kepengen makan sesuatu tinggal tekan aplikasi ini,positif
tim it bodoh masih saja di pakai error terus mau di untuk bangkrut tuh perusahaan yah,negatif
beri promo cashback donk untuk game not_playstore seperti unipin codashop masa gapernah dapat promo si aku,positif
eror lama banget sudah lapee menunggu not_kelar2 perbaikannya,negatif
sangat membantu dalam transpotasi dan cepat,positif
bagus ramah cepat sukses gojek,positif
sangat membantu aplikasi ini terimakasih,positif
memudahkan kita dalam urusan apa saja sangat mendukung,positif
hati untuk yang mau pakai apps ini soalnya sering sekali banyak kejadian kena penipuan bhkan temen saya sendiri yang seorang driver gojeknya pun kena tipu apalg masalah soal paylaternya bhkan suka tiba di akun kalian bkalan muncul tagihan yang not_dari transaksi kalian tapi kalian harus tetep bayar tau dendanya sudah bengkak saja untuk yang mau pakai apps ini hati saja nyesel sudah pakai juga,negatif
harusnya masih ada tampilan riwayat yang sudah diorder yang bisa dilihat setelah selesai pemakaian,netral
pengemudi terlalu banyak yang meng cancel baik go ride maupun go car apalagi sudah tiba dilokasi juga berani cancel mending pakai aplikasi lain,negatif
hampir semua ada di gojek selalu ada di gojek tingkatkan kualitas dan layanan terbaik semoga makin sukses dan berkah,positif
kenapa setelah diperbaharui malah not_bisa dibuka,netral
makin lama promonya makin gaada apalagi semenjak ada gopay later tolong dikembalikan lg sistem nya seperti dlu,netral
kapan gopay coin bisa dipakai,netral
kenapa gofod skrg not_bisa kasih rating buat resto semena semena smbarangan komplain not_bisa kasih rating not_bisa sangat buruk untuk kesekian,netral
ubah nilai karena pelayanan oke,positif
pemerimaan insentif prakerja lama,netral
ini gopay knapa kok eror terus buat pusing mana transfer uang belum masuk,negatif
not_lagi lagi saya pesan go food di gojek pelayanannya kurang sekali masa mau di batalin not_bisa ubah pesanan juga enggak not_jelas sekali grab saja bisa kecewa,negatif
memudahkan sekali,positif
fitur lokasi sudah dinyalakan masih saja not_bisa masuk gofood,negatif
harga makanan dinaikkan jauh sekali,netral
makin diupdate bukannya makin bagus malah makin jelek anjim masa mencari driver not_bisa bisa melulu fitur bertambah tapi kualitas mencari drivernya memburuk sangat buruk,negatif
bagus sih harus nya dapat thrr minal 5 0,netral
aplikasi transfer nya kok mlah not_muncul yh stlaj update,netral
belum sepenuhnya membantu,netral
fitur gofood nya tolong diperbaiki lagi terlalu lama untuk mencari driver nya pesan pakai mode cepat sedang ekonomis sama saja semua kelamaan cari driver nya 1 jam bisa baru dapat driver kadang bahkan bisa lebih dari 1 jam,negatif
terkadang suka ngebug padahal pesan gojek 1x pencet yang datang malah 2 gojek saya sampai di omelin sama driver nya di sangka orderan fiktif sudah beberapa x ngebug tolong hilangkan bug nya terimakasih,positif
alhamdulillah sudah sampai,positif
aplikasi sangat membantu sekali terutama gojek n gofood apalagi promonya luar biasa not_rugi kasih bintang 5,positif
voucher gocar yang didapat tiba tiba hilang padahal belum digunakan,netral
pengalaman pertama saya kasih bintang 3 dulu,netral
wow aplikasinya lumayan,netral
tolong untuk go send nya diperbaiki masak kalau drivernya cancel not_ada notifnya sama skali lama menunggu dikira diambil ternyata not_apalagi paket yang dikirim urgent,netral
saya sngat ska dengan aplikasi gojek mudah dan nyaman,netral
setelah saya uninstall aplikasi ini lalu saya install lagi kenapa saldo gopay saya jadi kosong ya padahal sebelum uninstall masih ada saldo gopay nya dimohon pengertiannya terima kasih,netral
gojek kenapa ya lokasi saya sering ngaco not_sesuai sekali sama titik saya mohon tolong diperbaiki lagi,netral
sangat membantu sekali bagi kami yang membutuhkan alat transportasi,positif
apakah gopay penguna bisa dipinda ke gopay draver,netral
